file,batch,pair_id,variant,model,label,chars
D17616.docx,batch04,abstract-ART000867385,P3b,qwen3-8b,ai,435
D17617.docx,batch04,abstract-ART000896208,P3b,qwen3-8b,ai,537
D17618.docx,batch04,abstract-ART000864471,P3b,qwen3-8b,ai,878
D17619.docx,batch04,abstract-ART000869416,P3b,qwen3-8b,ai,414
D17620.docx,batch04,abstract-ART000862389,P3b,qwen3-8b,ai,493
D17621.docx,batch04,abstract-ART002561001,P3b,qwen3-8b,ai,768
D17622.docx,batch04,abstract-ART002494521,P3b,qwen3-8b,ai,650
D17623.docx,batch04,abstract-ART000872944,P3b,qwen3-8b,ai,514
D17624.docx,batch04,abstract-ART000905313,P3b,qwen3-8b,ai,392
D17625.docx,batch04,abstract-ART000893206,P3b,qwen3-8b,ai,378
D17626.docx,batch04,abstract-ART000902761,P3b,qwen3-8b,ai,542
D17627.docx,batch04,abstract-ART000851568,P3b,qwen3-8b,ai,572
D17628.docx,batch04,abstract-ART000885509,P3b,qwen3-8b,ai,456
D17629.docx,batch04,abstract-ART000892622,P3b,qwen3-8b,ai,427
D17630.docx,batch04,abstract-ART000858498,P3b,qwen3-8b,ai,375
D17631.docx,batch04,abstract-ART000864675,P3b,qwen3-8b,ai,563
D17632.docx,batch04,abstract-ART000902988,P3b,qwen3-8b,ai,542
D17633.docx,batch04,abstract-ART000903381,P3b,qwen3-8b,ai,404
D17634.docx,batch04,abstract-ART000895525,P3b,qwen3-8b,ai,332
D17635.docx,batch04,abstract-ART000905892,P3b,qwen3-8b,ai,362
D17636.docx,batch04,abstract-ART000905345,P3b,qwen3-8b,ai,572
D17637.docx,batch04,abstract-ART000874467,P3b,qwen3-8b,ai,916
D17638.docx,batch04,abstract-ART002112892,P3b,qwen3-8b,ai,571
D17639.docx,batch04,abstract-ART001895644,P3b,qwen3-8b,ai,367
D17640.docx,batch04,abstract-ART000867399,P3b,qwen3-8b,ai,502
D17641.docx,batch04,abstract-ART000868083,P3b,qwen3-8b,ai,408
D17642.docx,batch04,abstract-ART000852988,P3b,qwen3-8b,ai,501
D17643.docx,batch04,abstract-ART000851936,P3b,qwen3-8b,ai,493
D17644.docx,batch04,abstract-ART000903501,P3b,qwen3-8b,ai,331
D17645.docx,batch04,abstract-ART000902453,P3b,qwen3-8b,ai,470
D17646.docx,batch04,abstract-ART000880557,P3b,qwen3-8b,ai,1128
D17647.docx,batch04,abstract-ART000889901,P3b,qwen3-8b,ai,851
D17648.docx,batch04,abstract-ART000901339,P3b,qwen3-8b,ai,1212
D17649.docx,batch04,abstract-ART000857892,P3b,qwen3-8b,ai,674
D17650.docx,batch04,abstract-ART000881321,P3b,qwen3-8b,ai,872
D17651.docx,batch04,abstract-ART002440813,P3b,qwen3-8b,ai,777
D17652.docx,batch04,abstract-ART000864280,P3b,qwen3-8b,ai,541
D17653.docx,batch04,abstract-ART000893137,P3b,qwen3-8b,ai,554
D17654.docx,batch04,abstract-ART000891935,P3b,qwen3-8b,ai,382
D17655.docx,batch04,abstract-ART000884763,P3b,qwen3-8b,ai,445
D17656.docx,batch04,abstract-ART000890177,P3b,qwen3-8b,ai,374
D17657.docx,batch04,abstract-ART000888491,P3b,qwen3-8b,ai,497
D17658.docx,batch04,abstract-ART002141379,P3b,qwen3-8b,ai,681
D17659.docx,batch04,abstract-ART000986900,P3b,qwen3-8b,ai,816
D17660.docx,batch04,abstract-ART000893699,P3b,qwen3-8b,ai,759
D17661.docx,batch04,abstract-ART000903639,P3b,qwen3-8b,ai,906
D17662.docx,batch04,abstract-ART000880288,P3b,qwen3-8b,ai,565
D17663.docx,batch04,abstract-ART000905231,P3b,qwen3-8b,ai,551
D17664.docx,batch04,abstract-ART000865984,P3b,qwen3-8b,ai,615
D17665.docx,batch04,abstract-ART000867339,P3b,qwen3-8b,ai,470
D17666.docx,batch04,abstract-ART000882999,P3b,qwen3-8b,ai,392
D17667.docx,batch04,abstract-ART000906507,P3b,qwen3-8b,ai,413
D17668.docx,batch04,abstract-ART000868058,P3b,qwen3-8b,ai,840
D17669.docx,batch04,abstract-ART000883946,P3b,qwen3-8b,ai,804
D17670.docx,batch04,abstract-ART000856401,P3b,qwen3-8b,ai,453
D17671.docx,batch04,abstract-ART000903362,P3b,qwen3-8b,ai,452
D17672.docx,batch04,abstract-ART000853215,P3b,qwen3-8b,ai,553
D17673.docx,batch04,abstract-ART000867171,P3b,qwen3-8b,ai,589
D17674.docx,batch04,abstract-ART002066355,P3b,qwen3-8b,ai,510
D17675.docx,batch04,abstract-ART000854668,P3b,qwen3-8b,ai,543
D17676.docx,batch04,abstract-ART000903354,P3b,qwen3-8b,ai,906
D17677.docx,batch04,abstract-ART000897794,P3b,qwen3-8b,ai,855
D17678.docx,batch04,abstract-ART000898053,P3b,qwen3-8b,ai,647
D17679.docx,batch04,abstract-ART000880804,P3b,qwen3-8b,ai,358
D17680.docx,batch04,abstract-ART000869157,P3b,qwen3-8b,ai,390
D17681.docx,batch04,abstract-ART000907874,P3b,qwen3-8b,ai,396
D17682.docx,batch04,abstract-ART000905683,P3b,qwen3-8b,ai,490
D17683.docx,batch04,abstract-ART000884323,P3b,qwen3-8b,ai,563
D17684.docx,batch04,abstract-ART000900358,P3b,qwen3-8b,ai,880
D17685.docx,batch04,abstract-ART000883652,P3b,qwen3-8b,ai,463
D17686.docx,batch04,abstract-ART001871462,P3b,qwen3-8b,ai,910
D17687.docx,batch04,abstract-ART000861415,P3b,qwen3-8b,ai,649
D17688.docx,batch04,abstract-ART000896631,P3b,qwen3-8b,ai,581
D17689.docx,batch04,abstract-ART000864758,P3b,qwen3-8b,ai,333
D17690.docx,batch04,abstract-ART000872909,P3b,qwen3-8b,ai,844
D17691.docx,batch04,abstract-ART000884324,P3b,qwen3-8b,ai,1016
D17692.docx,batch04,abstract-ART000863204,P3b,qwen3-8b,ai,513
D17693.docx,batch04,abstract-ART000858480,P3b,qwen3-8b,ai,397
D17694.docx,batch04,abstract-ART000873608,P3b,qwen3-8b,ai,527
D17695.docx,batch04,abstract-ART000887645,P3b,qwen3-8b,ai,651
D17696.docx,batch04,abstract-ART000876561,P3b,qwen3-8b,ai,1039
D17697.docx,batch04,abstract-ART000863706,P3b,qwen3-8b,ai,506
D17698.docx,batch04,abstract-ART000876974,P3b,qwen3-8b,ai,554
D17699.docx,batch04,abstract-ART000873542,P3b,qwen3-8b,ai,582
D17700.docx,batch04,abstract-ART000864516,P3b,qwen3-8b,ai,659
D17701.docx,batch04,abstract-ART000873023,P3b,qwen3-8b,ai,339
D17702.docx,batch04,abstract-ART001579863,P3b,qwen3-8b,ai,718
D17703.docx,batch04,abstract-ART000896289,P3b,qwen3-8b,ai,627
D17704.docx,batch04,abstract-ART000867030,P3b,qwen3-8b,ai,940
D17705.docx,batch04,abstract-ART000875767,P3b,qwen3-8b,ai,620
D17706.docx,batch04,abstract-ART000873614,P3b,qwen3-8b,ai,343
D17707.docx,batch04,abstract-ART002003428,P3b,qwen3-8b,ai,672
D17708.docx,batch04,abstract-ART000893246,P3b,qwen3-8b,ai,363
D17709.docx,batch04,abstract-ART002551616,P3b,qwen3-8b,ai,409
D17710.docx,batch04,abstract-ART001947600,P3b,qwen3-8b,ai,588
D17711.docx,batch04,abstract-ART000902143,P3b,qwen3-8b,ai,453
D17712.docx,batch04,abstract-ART000877329,P3b,qwen3-8b,ai,413
D17713.docx,batch04,abstract-ART000908067,P3b,qwen3-8b,ai,1087
D17714.docx,batch04,abstract-ART000856295,P3b,qwen3-8b,ai,482
D17715.docx,batch04,abstract-ART000862165,P3b,qwen3-8b,ai,344
D17716.docx,batch04,abstract-ART000879973,P3b,qwen3-8b,ai,504
D17717.docx,batch04,abstract-ART000908063,P3b,qwen3-8b,ai,427
D17718.docx,batch04,abstract-ART000861144,P3b,qwen3-8b,ai,713
D17719.docx,batch04,abstract-ART000904625,P3b,qwen3-8b,ai,354
D17720.docx,batch04,abstract-ART000893840,P3b,qwen3-8b,ai,555
D17721.docx,batch04,abstract-ART000888229,P3b,qwen3-8b,ai,585
D17722.docx,batch04,abstract-ART000852920,P3b,qwen3-8b,ai,479
D17723.docx,batch04,abstract-ART000850835,P3b,qwen3-8b,ai,494
D17724.docx,batch04,abstract-ART000889261,P3b,qwen3-8b,ai,499
D17725.docx,batch04,abstract-ART000883729,P3b,qwen3-8b,ai,335
D17726.docx,batch04,abstract-ART000895448,P3b,qwen3-8b,ai,385
D17727.docx,batch04,abstract-ART000903566,P3b,qwen3-8b,ai,691
D17728.docx,batch04,abstract-ART001713840,P3b,qwen3-8b,ai,643
D17729.docx,batch04,abstract-ART000891251,P3b,qwen3-8b,ai,484
D17730.docx,batch04,abstract-ART000851704,P3b,qwen3-8b,ai,599
D17731.docx,batch04,abstract-ART000889766,P3b,qwen3-8b,ai,744
D17732.docx,batch04,abstract-ART000859360,P3b,qwen3-8b,ai,421
D17733.docx,batch04,abstract-ART000875921,P3b,qwen3-8b,ai,442
D17734.docx,batch04,abstract-ART000901079,P3b,qwen3-8b,ai,307
D17735.docx,batch04,abstract-ART000902753,P3b,qwen3-8b,ai,410
D17736.docx,batch04,abstract-ART000893956,P3b,qwen3-8b,ai,433
D17737.docx,batch04,abstract-ART000881814,P3b,qwen3-8b,ai,348
D17738.docx,batch04,abstract-ART002515692,P3b,qwen3-8b,ai,620
D17739.docx,batch04,abstract-ART002431613,P3b,qwen3-8b,ai,690
D17740.docx,batch04,abstract-ART000888918,P3b,qwen3-8b,ai,331
D17741.docx,batch04,abstract-ART000895651,P3b,qwen3-8b,ai,395
D17742.docx,batch04,abstract-ART000851859,P3b,qwen3-8b,ai,732
D17743.docx,batch04,abstract-ART000901342,P3b,qwen3-8b,ai,1120
D17744.docx,batch04,abstract-ART002226256,P3b,qwen3-8b,ai,353
D17745.docx,batch04,abstract-ART000875919,P3b,qwen3-8b,ai,544
D17746.docx,batch04,abstract-ART000893118,P3b,qwen3-8b,ai,498
D17747.docx,batch04,abstract-ART000894250,P3b,qwen3-8b,ai,497
D17748.docx,batch04,abstract-ART000903377,P3b,qwen3-8b,ai,462
D17749.docx,batch04,abstract-ART000851940,P3b,qwen3-8b,ai,558
D17750.docx,batch04,abstract-ART000855981,P3b,qwen3-8b,ai,937
D17751.docx,batch04,abstract-ART000869341,P3b,qwen3-8b,ai,599
D17752.docx,batch04,abstract-ART000889179,P3b,qwen3-8b,ai,436
D17753.docx,batch04,abstract-ART000860145,P3b,qwen3-8b,ai,542
D17754.docx,batch04,abstract-ART000857915,P3b,qwen3-8b,ai,429
D17755.docx,batch04,abstract-ART000868010,P3b,qwen3-8b,ai,312
D17756.docx,batch04,abstract-ART000888565,P3b,qwen3-8b,ai,741
D17757.docx,batch04,abstract-ART000895472,P3b,qwen3-8b,ai,832
D17758.docx,batch04,abstract-ART000868784,P3b,qwen3-8b,ai,738
D17759.docx,batch04,abstract-ART000895385,P3b,qwen3-8b,ai,562
D17760.docx,batch04,abstract-ART000895520,P3b,qwen3-8b,ai,552
D17761.docx,batch04,abstract-ART000863895,P3b,qwen3-8b,ai,577
D17762.docx,batch04,abstract-ART000902033,P3b,qwen3-8b,ai,492
D17763.docx,batch04,abstract-ART000862108,P3b,qwen3-8b,ai,878
D17764.docx,batch04,abstract-ART000884064,P3b,qwen3-8b,ai,601
D17765.docx,batch04,abstract-ART000874465,P3b,qwen3-8b,ai,887
D17766.docx,batch04,abstract-ART000872619,P3b,qwen3-8b,ai,714
D17767.docx,batch04,abstract-ART000905342,P3b,qwen3-8b,ai,490
D17768.docx,batch04,abstract-ART000850915,P3b,qwen3-8b,ai,467
D17769.docx,batch04,abstract-ART001412160,P3b,qwen3-8b,ai,365
D17770.docx,batch04,abstract-ART000905236,P3b,qwen3-8b,ai,435
D17771.docx,batch04,abstract-ART001513484,P3b,qwen3-8b,ai,545
D17772.docx,batch04,abstract-ART000889267,P3b,qwen3-8b,ai,598
D17773.docx,batch04,abstract-ART001336828,P3b,qwen3-8b,ai,575
D17774.docx,batch04,abstract-ART000887091,P3b,qwen3-8b,ai,927
D17775.docx,batch04,abstract-ART000905765,P3b,qwen3-8b,ai,471
D17776.docx,batch04,abstract-ART000908135,P3b,qwen3-8b,ai,462
D17777.docx,batch04,abstract-ART000897030,P3b,qwen3-8b,ai,618
D17778.docx,batch04,abstract-ART000858025,P3b,qwen3-8b,ai,471
D17779.docx,batch04,abstract-ART002207446,P3b,qwen3-8b,ai,497
D17780.docx,batch04,abstract-ART000896787,P3b,qwen3-8b,ai,461
D17781.docx,batch04,abstract-ART000888787,P3b,qwen3-8b,ai,687
D17782.docx,batch04,abstract-ART000865797,P3b,qwen3-8b,ai,277
D17783.docx,batch04,abstract-ART000864362,P3b,qwen3-8b,ai,772
D17784.docx,batch04,abstract-ART001433102,P3b,qwen3-8b,ai,788
D17785.docx,batch04,abstract-ART000901944,P3b,qwen3-8b,ai,580
D17786.docx,batch04,abstract-ART000888564,P3b,qwen3-8b,ai,539
D17787.docx,batch04,abstract-ART000851863,P3b,qwen3-8b,ai,1006
D17788.docx,batch04,abstract-ART000902985,P3b,qwen3-8b,ai,435
D17789.docx,batch04,abstract-ART000879096,P3b,qwen3-8b,ai,486
D17790.docx,batch04,abstract-ART000903027,P3b,qwen3-8b,ai,560
D17791.docx,batch04,abstract-ART000902287,P3b,qwen3-8b,ai,661
D17792.docx,batch04,abstract-ART002002482,P3b,qwen3-8b,ai,690
D17793.docx,batch04,abstract-ART000883020,P3b,qwen3-8b,ai,676
D17794.docx,batch04,abstract-ART000905258,P3b,qwen3-8b,ai,384
D17795.docx,batch04,abstract-ART000904868,P3b,qwen3-8b,ai,513
D17796.docx,batch04,abstract-ART000874917,P3b,qwen3-8b,ai,790
D17797.docx,batch04,abstract-ART002066351,P3b,qwen3-8b,ai,532
D17798.docx,batch04,abstract-ART000895580,P3b,qwen3-8b,ai,388
D17799.docx,batch04,abstract-ART000856296,P3b,qwen3-8b,ai,433
D17800.docx,batch04,abstract-ART000860324,P3b,qwen3-8b,ai,492
D17801.docx,batch04,abstract-ART000906255,P3b,qwen3-8b,ai,483
D17802.docx,batch04,abstract-ART000889098,P3b,qwen3-8b,ai,789
D17803.docx,batch04,abstract-ART002350176,P3b,qwen3-8b,ai,811
D17804.docx,batch04,abstract-ART001548208,P3b,qwen3-8b,ai,615
D17805.docx,batch04,abstract-ART000876972,P3b,qwen3-8b,ai,624
D17806.docx,batch04,abstract-ART000857767,P3b,qwen3-8b,ai,647
D17807.docx,batch04,abstract-ART000867158,P3b,qwen3-8b,ai,543
D17808.docx,batch04,abstract-ART000864270,P3b,qwen3-8b,ai,849
D17809.docx,batch04,abstract-ART001474174,P3b,qwen3-8b,ai,773
D17810.docx,batch04,abstract-ART000900616,P3b,qwen3-8b,ai,384
D17811.docx,batch04,abstract-ART000902642,P3b,qwen3-8b,ai,570
D17812.docx,batch04,abstract-ART000888230,P3b,qwen3-8b,ai,478
D17813.docx,batch04,abstract-ART000896460,P3b,qwen3-8b,ai,711
D17814.docx,batch04,abstract-ART002551569,P3b,qwen3-8b,ai,737
D17815.docx,batch04,abstract-ART000902862,P3b,qwen3-8b,ai,683
D17816.docx,batch04,abstract-ART000866871,P3b,qwen3-8b,ai,315
D17817.docx,batch04,abstract-ART000872794,P3b,qwen3-8b,ai,669
D17818.docx,batch04,abstract-ART000888580,P3b,qwen3-8b,ai,744
D17819.docx,batch04,abstract-ART000878860,P3b,qwen3-8b,ai,751
D17820.docx,batch04,abstract-ART001697698,P3b,qwen3-8b,ai,679
D17821.docx,batch04,abstract-ART001256759,P3b,qwen3-8b,ai,848
D17822.docx,batch04,abstract-ART000903352,P3b,qwen3-8b,ai,663
D17823.docx,batch04,abstract-ART000900252,P3b,qwen3-8b,ai,444
D17824.docx,batch04,abstract-ART000883488,P3b,qwen3-8b,ai,374
D17825.docx,batch04,abstract-ART000894101,P3b,qwen3-8b,ai,426
D17826.docx,batch04,abstract-ART002541523,P3b,qwen3-8b,ai,608
D17827.docx,batch04,abstract-ART000854478,P3b,qwen3-8b,ai,525
D17828.docx,batch04,abstract-ART000872670,P3b,qwen3-8b,ai,352
D17829.docx,batch04,abstract-ART000892920,P3b,qwen3-8b,ai,735
D17830.docx,batch04,abstract-ART000852465,P3b,qwen3-8b,ai,499
D17831.docx,batch04,abstract-ART000885423,P3b,qwen3-8b,ai,783
D17832.docx,batch04,abstract-ART000871706,P3b,qwen3-8b,ai,615
D17833.docx,batch04,abstract-ART000858416,P3b,qwen3-8b,ai,769
D17834.docx,batch04,abstract-ART000876822,P3b,qwen3-8b,ai,969
D17835.docx,batch04,abstract-ART000892531,P3b,qwen3-8b,ai,560
D17836.docx,batch04,abstract-ART000884976,P3b,qwen3-8b,ai,533
D17837.docx,batch04,abstract-ART000861262,P3b,qwen3-8b,ai,386
D17838.docx,batch04,abstract-ART000884627,P3b,qwen3-8b,ai,834
D17839.docx,batch04,abstract-ART000899614,P3b,qwen3-8b,ai,783
D17840.docx,batch04,abstract-ART000901316,P3b,qwen3-8b,ai,699
D17841.docx,batch04,abstract-ART000902357,P3b,qwen3-8b,ai,522
D17842.docx,batch04,abstract-ART002261726,P3b,qwen3-8b,ai,846
D17843.docx,batch04,abstract-ART001771867,P3b,qwen3-8b,ai,580
D17844.docx,batch04,abstract-ART000903503,P3b,qwen3-8b,ai,435
D17845.docx,batch04,abstract-ART000896150,P3b,qwen3-8b,ai,376
D17846.docx,batch04,abstract-ART000868524,P3b,qwen3-8b,ai,561
D17847.docx,batch04,abstract-ART000901409,P3b,qwen3-8b,ai,761
D17848.docx,batch04,abstract-ART000889375,P3b,qwen3-8b,ai,717
D17849.docx,batch04,abstract-ART000869560,P3b,qwen3-8b,ai,669
D17850.docx,batch04,abstract-ART000852226,P3b,qwen3-8b,ai,491
D17851.docx,batch04,abstract-ART000871800,P3b,qwen3-8b,ai,656
D17852.docx,batch04,abstract-ART002335533,P3b,qwen3-8b,ai,380
D17853.docx,batch04,abstract-ART000873079,P3b,qwen3-8b,ai,369
D17854.docx,batch04,abstract-ART000870022,P3b,qwen3-8b,ai,368
D17855.docx,batch04,abstract-ART000908117,P3b,qwen3-8b,ai,553
D17856.docx,batch04,abstract-ART001804631,P3b,qwen3-8b,ai,707
D17857.docx,batch04,abstract-ART000858222,P3b,qwen3-8b,ai,346
D17858.docx,batch04,abstract-ART000874566,P3b,qwen3-8b,ai,673
D17859.docx,batch04,abstract-ART000901860,P3b,qwen3-8b,ai,839
D17860.docx,batch04,abstract-ART000888870,P3b,qwen3-8b,ai,793
D17861.docx,batch04,abstract-ART000904796,P3b,qwen3-8b,ai,738
D17862.docx,batch04,abstract-ART000902710,P3b,qwen3-8b,ai,516
D17863.docx,batch04,abstract-ART000906283,P3b,qwen3-8b,ai,378
D17864.docx,batch04,abstract-ART002502693,P3b,qwen3-8b,ai,703
D17865.docx,batch04,abstract-ART000906050,P3b,qwen3-8b,ai,337
D17866.docx,batch04,abstract-ART000902771,P3b,qwen3-8b,ai,494
D17867.docx,batch04,abstract-ART000868525,P3b,qwen3-8b,ai,362
D17868.docx,batch04,abstract-ART000864584,P3b,qwen3-8b,ai,675
D17869.docx,batch04,abstract-ART000857589,P3b,qwen3-8b,ai,398
D17870.docx,batch04,abstract-ART000908057,P3b,qwen3-8b,ai,503
D17871.docx,batch04,abstract-ART000892110,P3b,qwen3-8b,ai,536
D17872.docx,batch04,abstract-ART000908138,P3b,qwen3-8b,ai,424
D17873.docx,batch04,abstract-ART000867237,P3b,qwen3-8b,ai,440
D17874.docx,batch04,abstract-ART000868937,P3b,qwen3-8b,ai,321
D17875.docx,batch04,abstract-ART000873016,P3b,qwen3-8b,ai,306
D17876.docx,batch04,abstract-ART000903395,P3b,qwen3-8b,ai,343
D17877.docx,batch04,abstract-ART000888293,P3b,qwen3-8b,ai,851
D17878.docx,batch04,abstract-ART000864464,P3b,qwen3-8b,ai,493
D17879.docx,batch04,abstract-ART001256764,P3b,qwen3-8b,ai,480
D17880.docx,batch04,abstract-ART000861277,P3b,qwen3-8b,ai,810
D17881.docx,batch04,abstract-ART001872391,P3b,qwen3-8b,ai,514
D17882.docx,batch04,abstract-ART000902736,P3b,qwen3-8b,ai,310
D17883.docx,batch04,abstract-ART001673594,P3b,qwen3-8b,ai,281
D17884.docx,batch04,abstract-ART000890174,P3b,qwen3-8b,ai,327
D17885.docx,batch04,abstract-ART000852005,P3b,qwen3-8b,ai,549
D17886.docx,batch04,abstract-ART000905844,P3b,qwen3-8b,ai,769
D17887.docx,batch04,abstract-ART000901478,P3b,qwen3-8b,ai,381
D17888.docx,batch04,abstract-ART000885599,P3b,qwen3-8b,ai,541
D17889.docx,batch04,abstract-ART000872135,P3b,qwen3-8b,ai,765
D17890.docx,batch04,abstract-ART000879092,P3b,qwen3-8b,ai,670
D17891.docx,batch04,abstract-ART001433131,P3b,qwen3-8b,ai,637
D17892.docx,batch04,abstract-ART002254824,P3b,qwen3-8b,ai,540
D17893.docx,batch04,abstract-ART000902135,P3b,qwen3-8b,ai,612
D17894.docx,batch04,abstract-ART000872234,P3b,qwen3-8b,ai,487
D17895.docx,batch04,abstract-ART000869225,P3b,qwen3-8b,ai,407
D17896.docx,batch04,abstract-ART000861028,P3b,qwen3-8b,ai,920
D17897.docx,batch04,abstract-ART000900483,P3b,qwen3-8b,ai,967
D17898.docx,batch04,abstract-ART000887412,P3b,qwen3-8b,ai,505
D17899.docx,batch04,abstract-ART001563754,P3b,qwen3-8b,ai,388
D17900.docx,batch04,abstract-ART000852039,P3b,qwen3-8b,ai,1075
D17901.docx,batch04,abstract-ART000897733,P3b,qwen3-8b,ai,570
D17902.docx,batch04,abstract-ART000860372,P3b,qwen3-8b,ai,424
D17903.docx,batch04,abstract-ART000851950,P3b,qwen3-8b,ai,534
D17904.docx,batch04,abstract-ART002507059,P3b,qwen3-8b,ai,752
D17905.docx,batch04,abstract-ART000877104,P3b,qwen3-8b,ai,578
D17906.docx,batch04,abstract-ART000888600,P3b,qwen3-8b,ai,921
D17907.docx,batch04,abstract-ART002471169,P3b,qwen3-8b,ai,356
D17908.docx,batch04,abstract-ART000905936,P3b,qwen3-8b,ai,510
D17909.docx,batch04,abstract-ART000888289,P3b,qwen3-8b,ai,830
D17910.docx,batch04,abstract-ART001073369,P3b,qwen3-8b,ai,679
D17911.docx,batch04,abstract-ART000852027,P3b,qwen3-8b,ai,513
D17912.docx,batch04,abstract-ART000903225,P3b,qwen3-8b,ai,589
D17913.docx,batch04,abstract-ART000872635,P3b,qwen3-8b,ai,859
D17914.docx,batch04,abstract-ART000887443,P3b,qwen3-8b,ai,535
D17915.docx,batch04,abstract-ART000857909,P3b,qwen3-8b,ai,760
D17916.docx,batch04,abstract-ART000879162,P3b,qwen3-8b,ai,575
D17917.docx,batch04,abstract-ART000875854,P3b,qwen3-8b,ai,683
D17918.docx,batch04,abstract-ART000884069,P3b,qwen3-8b,ai,331
D17919.docx,batch04,abstract-ART000864195,P3b,qwen3-8b,ai,681
D17920.docx,batch04,abstract-ART000877586,P3b,qwen3-8b,ai,624
D17921.docx,batch04,abstract-ART000904857,P3b,qwen3-8b,ai,798
D17922.docx,batch04,abstract-ART000852090,P3b,qwen3-8b,ai,676
D17923.docx,batch04,abstract-ART000880304,P3b,qwen3-8b,ai,337
D17924.docx,batch04,abstract-ART000893269,P3b,qwen3-8b,ai,470
D17925.docx,batch04,abstract-ART002180425,P3b,qwen3-8b,ai,380
D17926.docx,batch04,abstract-ART000865788,P3b,qwen3-8b,ai,458
D17927.docx,batch04,abstract-ART000897802,P3b,qwen3-8b,ai,667
D17928.docx,batch04,abstract-ART001836371,P3b,qwen3-8b,ai,671
D17929.docx,batch04,abstract-ART000889311,P3b,qwen3-8b,ai,669
D17930.docx,batch04,abstract-ART000874536,P3b,qwen3-8b,ai,658
D17931.docx,batch04,abstract-ART000860800,P3b,qwen3-8b,ai,669
D17932.docx,batch04,abstract-ART000905499,P3b,qwen3-8b,ai,593
D17933.docx,batch04,abstract-ART000873516,P3b,qwen3-8b,ai,764
D17934.docx,batch04,abstract-ART000867042,P3b,qwen3-8b,ai,645
D17935.docx,batch04,abstract-ART000852805,P3b,qwen3-8b,ai,424
D17936.docx,batch04,abstract-ART002378143,P3b,qwen3-8b,ai,612
D17937.docx,batch04,abstract-ART002040594,P3b,qwen3-8b,ai,595
D17938.docx,batch04,abstract-ART000858939,P3b,qwen3-8b,ai,558
D17939.docx,batch04,abstract-ART000888489,P3b,qwen3-8b,ai,721
D17940.docx,batch04,abstract-ART000905405,P3b,qwen3-8b,ai,528
D17941.docx,batch04,abstract-ART000892393,P3b,qwen3-8b,ai,851
D17942.docx,batch04,abstract-ART001628705,P3b,qwen3-8b,ai,826
D17943.docx,batch04,abstract-ART000900700,P3b,qwen3-8b,ai,475
D17944.docx,batch04,abstract-ART000881332,P3b,qwen3-8b,ai,399
D17945.docx,batch04,abstract-ART000858259,P3b,qwen3-8b,ai,522
D17946.docx,batch04,abstract-ART000901881,P3b,qwen3-8b,ai,371
D17947.docx,batch04,abstract-ART001620407,P3b,qwen3-8b,ai,390
D17948.docx,batch04,abstract-ART000902099,P3b,qwen3-8b,ai,362
D17949.docx,batch04,abstract-ART000885600,P3b,qwen3-8b,ai,702
D17950.docx,batch04,abstract-ART000852108,P3b,qwen3-8b,ai,712
D17951.docx,batch04,abstract-ART000858397,P3b,qwen3-8b,ai,781
D17952.docx,batch04,abstract-ART000852147,P3b,qwen3-8b,ai,780
D17953.docx,batch04,abstract-ART000864483,P3b,qwen3-8b,ai,718
D17954.docx,batch04,abstract-ART000885208,P3b,qwen3-8b,ai,403
D17955.docx,batch04,abstract-ART000886200,P3b,qwen3-8b,ai,576
D17956.docx,batch04,abstract-ART000902252,P3b,qwen3-8b,ai,590
D17957.docx,batch04,abstract-ART000905414,P3b,qwen3-8b,ai,511
D17958.docx,batch04,abstract-ART000903290,P3b,qwen3-8b,ai,617
D17959.docx,batch04,abstract-ART000876376,P3b,qwen3-8b,ai,579
D17960.docx,batch04,abstract-ART000866110,P3b,qwen3-8b,ai,670
D17961.docx,batch04,abstract-ART000900364,P3b,qwen3-8b,ai,748
D17962.docx,batch04,abstract-ART000897668,P3b,qwen3-8b,ai,587
D17963.docx,batch04,abstract-ART000883338,P3b,qwen3-8b,ai,580
D17964.docx,batch04,abstract-ART000862106,P3b,qwen3-8b,ai,377
D17965.docx,batch04,abstract-ART000869337,P3b,qwen3-8b,ai,612
D17966.docx,batch04,abstract-ART000902206,P3b,qwen3-8b,ai,473
D17967.docx,batch04,abstract-ART000850838,P3b,qwen3-8b,ai,535
D17968.docx,batch04,abstract-ART000881764,P3b,qwen3-8b,ai,315
D17969.docx,batch04,abstract-ART000873858,P3b,qwen3-8b,ai,473
D17970.docx,batch04,abstract-ART000891780,P3b,qwen3-8b,ai,424
D17971.docx,batch04,abstract-ART000852173,P3b,qwen3-8b,ai,717
D17972.docx,batch04,abstract-ART000902069,P3b,qwen3-8b,ai,702
D17973.docx,batch04,abstract-ART000896000,P3b,qwen3-8b,ai,817
D17974.docx,batch04,abstract-ART000863077,P3b,qwen3-8b,ai,487
D17975.docx,batch04,abstract-ART000902759,P3b,qwen3-8b,ai,400
D17976.docx,batch04,abstract-ART000905935,P3b,qwen3-8b,ai,346
D17977.docx,batch04,abstract-ART000903209,P3b,qwen3-8b,ai,295
D17978.docx,batch04,abstract-ART000901933,P3b,qwen3-8b,ai,558
D17979.docx,batch04,abstract-ART000902094,P3b,qwen3-8b,ai,741
D17980.docx,batch04,abstract-ART000867484,P3b,qwen3-8b,ai,381
D17981.docx,batch04,abstract-ART000862996,P3b,qwen3-8b,ai,445
D17982.docx,batch04,abstract-ART000899895,P3b,qwen3-8b,ai,725
